                  runtime  objective           gap  leaves  retic  inst_num
L50_R5_35        0.016976        0.0 -1.000000e+00      50      5        35
L50_R5_36        0.008401        0.0 -1.000000e+00      50      5        36
L50_R5_37        0.008211        0.0 -1.000000e+00      50      5        37
L50_R5_38        0.005024        0.0 -1.000000e+00      50      5        38
L50_R5_39        0.008409        0.0 -1.000000e+00      50      5        39
L50_R5_40        0.008204        0.0 -1.000000e+00      50      5        40
L50_R5_41        0.004870        0.0 -1.000000e+00      50      5        41
L50_R5_42        0.006403        0.0 -1.000000e+00      50      5        42
L50_R5_43        0.005503        0.0 -1.000000e+00      50      5        43
L50_R5_44        0.007520        0.0 -1.000000e+00      50      5        44
L50_R5_45        0.005814        0.0 -1.000000e+00      50      5        45
L50_R5_46        0.005311        0.0 -1.000000e+00      50      5        46
L50_R5_47        0.007114        0.0 -1.000000e+00      50      5        47
L50_R5_48        0.005208        0.0 -1.000000e+00      50      5        48
L50_R5_49        0.005283        0.0 -1.000000e+00      50      5        49
L50_R5_50        0.005504        0.0 -1.000000e+00      50      5        50
L50_R10_1        0.006890        0.0 -1.000000e+00      50     10         1
L50_R10_2        0.007887        0.0 -1.000000e+00      50     10         2
L50_R10_3        0.006342        0.0 -1.000000e+00      50     10         3
L50_R10_4        0.006881        0.0 -1.000000e+00      50     10         4
L50_R10_5        0.008949        0.0 -1.000000e+00      50     10         5
L50_R10_6       -1.000000       -1.0  1.000000e+20      50     10         6
L50_R10_7        0.017047        0.0 -1.000000e+00      50     10         7
L50_R10_8        0.009417        0.0 -1.000000e+00      50     10         8
L50_R10_9        0.005542        1.0 -1.000000e+00      50     10         9
L50_R10_10       0.006818        0.0 -1.000000e+00      50     10        10
L50_R10_11       0.008028        0.0 -1.000000e+00      50     10        11
L50_R10_12       0.008612        1.0 -1.000000e+00      50     10        12
L50_R10_13       0.006566        0.0 -1.000000e+00      50     10        13
L50_R10_14       0.006583        0.0 -1.000000e+00      50     10        14
L50_R10_15       0.007886        2.0 -1.000000e+00      50     10        15
L50_R10_16       0.005730        0.0 -1.000000e+00      50     10        16
L50_R10_17       0.011537        0.0 -1.000000e+00      50     10        17
L50_R10_18       0.005986        0.0 -1.000000e+00      50     10        18
L50_R10_19       0.004902        0.0 -1.000000e+00      50     10        19
L50_R10_20       0.005897        0.0 -1.000000e+00      50     10        20
L50_R10_21       0.006812        0.0 -1.000000e+00      50     10        21
L50_R10_22       0.005165        1.0 -1.000000e+00      50     10        22
L50_R10_23       0.006176        0.0 -1.000000e+00      50     10        23
L50_R10_24       0.009694        1.0 -1.000000e+00      50     10        24
L50_R10_25       0.005282        0.0 -1.000000e+00      50     10        25
L50_R10_26       0.004809        0.0 -1.000000e+00      50     10        26
L50_R10_27       0.028035        1.0 -1.000000e+00      50     10        27
L50_R10_28       0.006639        0.0 -1.000000e+00      50     10        28
L50_R10_29       0.011687        0.0 -1.000000e+00      50     10        29
L50_R10_30       0.004690        0.0 -1.000000e+00      50     10        30
L50_R10_31       0.006089        0.0 -1.000000e+00      50     10        31
L50_R10_32       0.005013        0.0 -1.000000e+00      50     10        32
L50_R10_33       0.030673        0.0 -1.000000e+00      50     10        33
L50_R10_34       0.005035        0.0 -1.000000e+00      50     10        34
L50_R10_35       0.009183        1.0 -1.000000e+00      50     10        35
L50_R10_36       0.008731        1.0 -1.000000e+00      50     10        36
L50_R10_37       0.006943        0.0 -1.000000e+00      50     10        37
L50_R10_38       0.012990        1.0 -1.000000e+00      50     10        38
L50_R10_39       0.018580        0.0 -1.000000e+00      50     10        39
L50_R10_40       0.008593        0.0 -1.000000e+00      50     10        40
L50_R10_41       0.017085        1.0 -1.000000e+00      50     10        41
L50_R10_42       0.004708        1.0 -1.000000e+00      50     10        42
L50_R10_43       0.016375        0.0 -1.000000e+00      50     10        43
L50_R10_44       0.006767        0.0 -1.000000e+00      50     10        44
L50_R10_45       0.010124        0.0 -1.000000e+00      50     10        45
L50_R10_46       0.006035        0.0 -1.000000e+00      50     10        46
L50_R10_47       0.009163        0.0 -1.000000e+00      50     10        47
L50_R10_48       0.006818        0.0 -1.000000e+00      50     10        48
L50_R10_49       0.008350        1.0 -1.000000e+00      50     10        49
L50_R10_50       0.009109        0.0 -1.000000e+00      50     10        50
L50_R20_1        0.019638        0.0 -1.000000e+00      50     20         1
L50_R20_2        0.015117        2.0 -1.000000e+00      50     20         2
L50_R20_3        0.013317        2.0 -1.000000e+00      50     20         3
L50_R20_4        0.048235        1.0 -1.000000e+00      50     20         4
L50_R20_5       -1.000000       -1.0  1.000000e+20      50     20         5
L50_R20_6        0.012726        2.0 -1.000000e+00      50     20         6
L50_R20_7        0.014606        1.0 -1.000000e+00      50     20         7
L50_R20_8        0.010825        1.0 -1.000000e+00      50     20         8
L50_R20_9        0.012439        3.0 -1.000000e+00      50     20         9
L50_R20_10       0.008002        0.0 -1.000000e+00      50     20        10
L50_R20_11       0.009518        0.0 -1.000000e+00      50     20        11
L50_R20_12       0.008069        0.0 -1.000000e+00      50     20        12
L50_R20_13       0.009472        1.0 -1.000000e+00      50     20        13
L50_R20_14       0.014434        1.0 -1.000000e+00      50     20        14
L50_R20_15       0.011192        0.0 -1.000000e+00      50     20        15
L50_R20_16       0.007456        0.0 -1.000000e+00      50     20        16
L50_R20_17       0.007013        0.0 -1.000000e+00      50     20        17
L50_R20_18       0.014686        0.0 -1.000000e+00      50     20        18
L50_R20_19      -1.000000       -1.0  1.000000e+20      50     20        19
L50_R20_20     104.162068        1.0 -1.000000e+00      50     20        20
L50_R20_21       0.012040        1.0 -1.000000e+00      50     20        21
L50_R20_22       0.015920        1.0 -1.000000e+00      50     20        22
L50_R20_23       0.010879        0.0 -1.000000e+00      50     20        23
L50_R20_24       0.022308        1.0 -1.000000e+00      50     20        24
L50_R20_25       0.010195        1.0 -1.000000e+00      50     20        25
L50_R20_26       0.082844        2.0 -1.000000e+00      50     20        26
L50_R20_27       0.021488        2.0 -1.000000e+00      50     20        27
L50_R20_28       0.095915        1.0 -1.000000e+00      50     20        28
L50_R20_29       0.008723        0.0 -1.000000e+00      50     20        29
L50_R20_30       0.038808        3.0 -1.000000e+00      50     20        30
L50_R20_31       0.044780        1.0 -1.000000e+00      50     20        31
L50_R20_32       0.007593        2.0 -1.000000e+00      50     20        32
L50_R20_33      -1.000000       -1.0  1.000000e+00      50     20        33
L50_R20_34       0.010870        0.0 -1.000000e+00      50     20        34
L50_R20_35       0.009801        0.0 -1.000000e+00      50     20        35
L50_R20_36       0.023639        1.0 -1.000000e+00      50     20        36
L50_R20_37       0.026506        1.0 -1.000000e+00      50     20        37
L50_R20_38       0.062547        1.0 -1.000000e+00      50     20        38
L50_R20_39       0.009839        0.0 -1.000000e+00      50     20        39
L50_R20_40       0.011430        1.0 -1.000000e+00      50     20        40
L50_R20_41       0.013670        1.0 -1.000000e+00      50     20        41
L50_R20_42       0.156067        2.0 -1.000000e+00      50     20        42
L50_R20_43       0.010506        1.0 -1.000000e+00      50     20        43
L50_R20_44       0.015662        1.0 -1.000000e+00      50     20        44
L50_R20_45       0.020786        2.0 -1.000000e+00      50     20        45
L50_R20_46       0.024193        2.0 -1.000000e+00      50     20        46
L50_R20_47       0.017273        1.0 -1.000000e+00      50     20        47
L50_R20_48       0.007310        0.0 -1.000000e+00      50     20        48
L50_R20_49       0.025502        1.0 -1.000000e+00      50     20        49
L50_R20_50       0.042825        0.0 -1.000000e+00      50     20        50
L50_R30_1        0.018122        0.0 -1.000000e+00      50     30         1
L50_R30_2        0.067782        4.0 -1.000000e+00      50     30         2
L50_R30_3       -1.000000       -1.0  5.078000e+02      50     30         3
L50_R30_4        0.029582        3.0 -1.000000e+00      50     30         4
L50_R30_5        0.024718        3.0 -1.000000e+00      50     30         5
L50_R30_6        0.040339        4.0 -1.000000e+00      50     30         6
L50_R30_7        0.059392        3.0 -1.000000e+00      50     30         7
L50_R30_8        0.249219        3.0 -1.000000e+00      50     30         8
L50_R30_9        0.020361        0.0 -1.000000e+00      50     30         9
L50_R30_10       0.025723        0.0 -1.000000e+00      50     30        10
L50_R30_11       0.018885        1.0 -1.000000e+00      50     30        11
L50_R30_12       0.100132        2.0 -1.000000e+00      50     30        12
L50_R30_13       0.039815        3.0 -1.000000e+00      50     30        13
L50_R30_14       0.039436        1.0 -1.000000e+00      50     30        14
L50_R30_15       0.031535        2.0 -1.000000e+00      50     30        15
L50_R30_16       0.042906        2.0 -1.000000e+00      50     30        16
L50_R30_17       0.024748        2.0 -1.000000e+00      50     30        17
L50_R30_18       0.052297        2.0 -1.000000e+00      50     30        18
L50_R30_19       0.066064        1.0 -1.000000e+00      50     30        19
L50_R30_20       0.011038        2.0 -1.000000e+00      50     30        20
L50_R30_21       0.012247        1.0 -1.000000e+00      50     30        21
L50_R30_22       0.041324        1.0 -1.000000e+00      50     30        22
L50_R30_23      -1.000000       -1.0  5.000000e-01      50     30        23
L50_R30_24      -1.000000       -1.0  1.000000e+00      50     30        24
L50_R30_25      -1.000000       -1.0  5.000000e-01      50     30        25
L50_R30_26       0.066050        1.0 -1.000000e+00      50     30        26
L50_R30_27       0.016012        2.0 -1.000000e+00      50     30        27
L50_R30_28       0.031050        1.0 -1.000000e+00      50     30        28
L50_R30_29       0.018545        1.0 -1.000000e+00      50     30        29
L50_R30_30       0.015884        1.0 -1.000000e+00      50     30        30
L50_R30_31       0.018486        2.0 -1.000000e+00      50     30        31
L50_R30_32      -1.000000       -1.0  3.333333e-01      50     30        32
L50_R30_33       0.038147        3.0 -1.000000e+00      50     30        33
L50_R30_34       0.089190        5.0 -1.000000e+00      50     30        34
L50_R30_35       0.021419        2.0 -1.000000e+00      50     30        35
L50_R30_36       0.010977        2.0 -1.000000e+00      50     30        36
L50_R30_37       0.022333        1.0 -1.000000e+00      50     30        37
L50_R30_38       0.012560        3.0 -1.000000e+00      50     30        38
L50_R30_39       0.071780        2.0 -1.000000e+00      50     30        39
L50_R30_40       0.009834        1.0 -1.000000e+00      50     30        40
L50_R30_41       0.024418        0.0 -1.000000e+00      50     30        41
L50_R30_42       0.039074        4.0 -1.000000e+00      50     30        42
L50_R30_43       0.041926        1.0 -1.000000e+00      50     30        43
L50_R30_44       0.019719        2.0 -1.000000e+00      50     30        44
L50_R30_45       0.018226        2.0 -1.000000e+00      50     30        45
L50_R30_46       0.020020        4.0 -1.000000e+00      50     30        46
L50_R30_47       0.016430        3.0 -1.000000e+00      50     30        47
L50_R30_48       0.023427        2.0 -1.000000e+00      50     30        48
L50_R30_49       0.025960        2.0 -1.000000e+00      50     30        49
L50_R30_50       0.019424        1.0 -1.000000e+00      50     30        50
L50_R40_1        0.039166        1.0 -1.000000e+00      50     40         1
L50_R40_2        0.015069        4.0 -1.000000e+00      50     40         2
L50_R40_3        0.049004        3.0 -1.000000e+00      50     40         3
L50_R40_4       -1.000000       -1.0  3.333333e-01      50     40         4
L50_R40_5        0.054326        2.0 -1.000000e+00      50     40         5
L50_R40_6        0.041994        4.0 -1.000000e+00      50     40         6
L50_R40_7        0.035435        5.0 -1.000000e+00      50     40         7
L50_R40_8        0.019249        3.0 -1.000000e+00      50     40         8
L50_R40_9        0.016012        1.0 -1.000000e+00      50     40         9
L50_R40_10       0.046393        5.0 -1.000000e+00      50     40        10
L50_R40_11       0.044358        3.0 -1.000000e+00      50     40        11
L50_R40_12       0.059131        4.0 -1.000000e+00      50     40        12
L50_R40_13       0.060113        4.0 -1.000000e+00      50     40        13
L50_R40_14       0.020887        1.0 -1.000000e+00      50     40        14
L50_R40_15       0.227322        6.0 -1.000000e+00      50     40        15
L50_R40_16      78.880316        6.0 -1.000000e+00      50     40        16
L50_R40_17       0.078514        7.0 -1.000000e+00      50     40        17
L50_R40_18      61.843525        3.0 -1.000000e+00      50     40        18
L50_R40_19       0.031663        6.0 -1.000000e+00      50     40        19
L50_R40_20       0.046057        4.0 -1.000000e+00      50     40        20
L50_R40_21       0.017896        2.0 -1.000000e+00      50     40        21
L50_R40_22       0.057378        3.0 -1.000000e+00      50     40        22
L50_R40_23       0.025269        4.0 -1.000000e+00      50     40        23
L50_R40_24       0.056502        3.0 -1.000000e+00      50     40        24
L50_R40_25       0.100037        6.0 -1.000000e+00      50     40        25
L50_R40_26       0.394978        4.0 -1.000000e+00      50     40        26
L50_R40_27       0.047190        2.0 -1.000000e+00      50     40        27
L50_R40_28       0.047213        6.0 -1.000000e+00      50     40        28
L50_R40_29       0.026036        3.0 -1.000000e+00      50     40        29
L50_R40_30       0.016832        4.0 -1.000000e+00      50     40        30
L50_R40_31       0.024978        3.0 -1.000000e+00      50     40        31
L50_R40_32       0.049193        5.0 -1.000000e+00      50     40        32
L50_R40_33       0.026186        2.0 -1.000000e+00      50     40        33
L50_R40_34       0.140918        5.0 -1.000000e+00      50     40        34
L50_R40_35       0.060900        4.0 -1.000000e+00      50     40        35
L50_R40_36       0.040178        2.0 -1.000000e+00      50     40        36
L50_R40_37       0.136972        5.0 -1.000000e+00      50     40        37
L50_R40_38       0.190649        6.0 -1.000000e+00      50     40        38
L50_R40_39       0.034635        6.0 -1.000000e+00      50     40        39
L50_R40_40       0.087444        4.0 -1.000000e+00      50     40        40
L50_R40_41       0.047541        3.0 -1.000000e+00      50     40        41
L50_R40_42       0.090050        3.0 -1.000000e+00      50     40        42
L50_R40_43       0.044856        4.0 -1.000000e+00      50     40        43
L50_R40_44       0.029984        2.0 -1.000000e+00      50     40        44
L50_R40_45       0.137156        3.0 -1.000000e+00      50     40        45
L50_R40_46       0.038267        3.0 -1.000000e+00      50     40        46
L50_R40_47       0.053776        4.0 -1.000000e+00      50     40        47
L50_R40_48      -1.000000       -1.0  5.400000e+00      50     40        48
L50_R40_49      -1.000000       -1.0  9.875087e-01      50     40        49
L50_R40_50       0.170108        6.0 -1.000000e+00      50     40        50
L50_R50_1        0.055902        3.0 -1.000000e+00      50     50         1
L50_R50_2        0.035344        7.0 -1.000000e+00      50     50         2
L50_R50_3        0.068526        6.0 -1.000000e+00      50     50         3
L50_R50_4        0.043638        3.0 -1.000000e+00      50     50         4
L50_R50_5       99.164068        3.0 -1.000000e+00      50     50         5
L50_R50_6        0.142963        7.0 -1.000000e+00      50     50         6
L50_R50_7        0.017452        5.0 -1.000000e+00      50     50         7
L50_R50_8        0.020111        5.0 -1.000000e+00      50     50         8
L50_R50_9        0.064253        5.0 -1.000000e+00      50     50         9
L50_R50_10       0.064433        7.0 -1.000000e+00      50     50        10
L50_R50_11       0.068232        9.0 -1.000000e+00      50     50        11
L50_R50_12       0.062476        5.0 -1.000000e+00      50     50        12
L50_R50_13       0.190854        5.0 -1.000000e+00      50     50        13
L50_R50_14       0.073378        5.0 -1.000000e+00      50     50        14
L50_R50_15       0.042461        3.0 -1.000000e+00      50     50        15
L50_R50_16       0.065939        5.0 -1.000000e+00      50     50        16
L50_R50_17       0.232031        6.0 -1.000000e+00      50     50        17
L50_R50_18       0.063118        6.0 -1.000000e+00      50     50        18
L50_R50_19       0.109458        4.0 -1.000000e+00      50     50        19
L50_R50_20       0.044699        5.0 -1.000000e+00      50     50        20
L50_R50_21      -1.000000       -1.0  3.333333e-01      50     50        21
L50_R50_22       0.023387        3.0 -1.000000e+00      50     50        22
L50_R50_23       0.131145        8.0 -1.000000e+00      50     50        23
L50_R50_24       0.227174        7.0 -1.000000e+00      50     50        24
L50_R50_25       0.059177        5.0 -1.000000e+00      50     50        25
L50_R50_26      65.833353        8.0 -1.000000e+00      50     50        26
L50_R50_27       0.064035        4.0 -1.000000e+00      50     50        27
L50_R50_28       0.070666        6.0 -1.000000e+00      50     50        28
L50_R50_29       0.142613        7.0 -1.000000e+00      50     50        29
L50_R50_30       0.043570        4.0 -1.000000e+00      50     50        30
L50_R50_31       0.133172        5.0 -1.000000e+00      50     50        31
L50_R50_32       0.040066        5.0 -1.000000e+00      50     50        32
L50_R50_33       0.146424        4.0 -1.000000e+00      50     50        33
L50_R50_34       0.073026        3.0 -1.000000e+00      50     50        34
L50_R50_35       0.024732        6.0 -1.000000e+00      50     50        35
L50_R50_36       0.330118        3.0 -1.000000e+00      50     50        36
L50_R50_37       0.040298        5.0 -1.000000e+00      50     50        37
L50_R50_38      -1.000000       -1.0  2.000000e-01      50     50        38
L50_R50_39       0.040660        7.0 -1.000000e+00      50     50        39
L50_R50_40       0.028765        6.0 -1.000000e+00      50     50        40
L50_R50_41       0.063052        4.0 -1.000000e+00      50     50        41
L50_R50_42       0.094923        7.0 -1.000000e+00      50     50        42
L50_R50_43       0.067349        9.0 -1.000000e+00      50     50        43
L50_R50_44       0.064672        4.0 -1.000000e+00      50     50        44
L50_R50_45       0.051596        5.0 -1.000000e+00      50     50        45
L50_R50_46     110.692237        4.0 -1.000000e+00      50     50        46
L50_R50_47       0.024685        6.0 -1.000000e+00      50     50        47
L50_R50_48       0.133428        7.0 -1.000000e+00      50     50        48
L50_R50_49       0.051522        9.0 -1.000000e+00      50     50        49
L50_R50_50       0.122966        4.0 -1.000000e+00      50     50        50
L50_R100_1     152.606139       12.0 -1.000000e+00      50    100         1
L50_R100_2       0.400451       13.0 -1.000000e+00      50    100         2
L50_R100_3       0.292713       15.0 -1.000000e+00      50    100         3
L50_R100_4      -1.000000       -1.0  1.809212e-01      50    100         4
L50_R100_5      -1.000000       -1.0  1.085494e+00      50    100         5
L50_R100_6      -1.000000       -1.0  3.036756e-01      50    100         6
L50_R100_7      84.848700       21.0 -1.000000e+00      50    100         7
L50_R100_8      -1.000000       -1.0  3.070220e-01      50    100         8
L50_R100_9       1.311085       19.0 -1.000000e+00      50    100         9
L50_R100_10    328.566519       14.0 -1.000000e+00      50    100        10
L50_R100_11      0.316528       17.0 -1.000000e+00      50    100        11
L50_R100_12    237.514632       16.0 -1.000000e+00      50    100        12
L50_R100_13    117.975787       18.0 -1.000000e+00      50    100        13
L50_R100_14      0.272441       16.0 -1.000000e+00      50    100        14
L50_R100_15     -1.000000       -1.0  1.568118e-01      50    100        15
L50_R100_16      0.933288       17.0 -1.000000e+00      50    100        16
L50_R100_17      0.256778       12.0 -1.000000e+00      50    100        17
L50_R100_18     -1.000000       -1.0  2.356387e-01      50    100        18
L50_R100_19      0.136172       12.0 -1.000000e+00      50    100        19
L50_R100_20     90.584768       16.0 -1.000000e+00      50    100        20
L50_R100_21     -1.000000       -1.0  1.665041e-01      50    100        21
L50_R100_22      1.163995       18.0 -1.000000e+00      50    100        22
L50_R100_23     87.335884       18.0 -1.000000e+00      50    100        23
L50_R100_24     -1.000000       -1.0  1.176471e-01      50    100        24
L50_R100_25      0.381938       18.0 -1.000000e+00      50    100        25
L50_R100_26     -1.000000       -1.0  1.378553e-01      50    100        26
L50_R100_27      0.464462       14.0 -1.000000e+00      50    100        27
L50_R100_28    179.584783       14.0 -1.000000e+00      50    100        28
L50_R100_29      2.175333       17.0 -1.000000e+00      50    100        29
L50_R100_30     -1.000000       -1.0  1.866009e-01      50    100        30
L50_R100_31     -1.000000       -1.0  1.102866e-01      50    100        31
L50_R100_32      0.114341       20.0 -1.000000e+00      50    100        32
L50_R100_33     -1.000000       -1.0  2.477151e-01      50    100        33
L50_R100_34      0.110319       19.0 -1.000000e+00      50    100        34
L50_R100_35     -1.000000       -1.0  1.234864e-01      50    100        35
L50_R100_36      0.161500       20.0 -1.000000e+00      50    100        36
L50_R100_37      0.114176       17.0 -1.000000e+00      50    100        37
L50_R100_38     -1.000000       -1.0  5.374935e+00      50    100        38
L50_R100_39      0.232284       17.0 -1.000000e+00      50    100        39
L50_R100_40     -1.000000       -1.0  3.729670e-01      50    100        40
L50_R100_41     -1.000000       -1.0  3.599252e-01      50    100        41
L50_R100_42     -1.000000       -1.0  1.866333e-01      50    100        42
L50_R100_43     91.657302       19.0 -1.000000e+00      50    100        43
L50_R100_44      1.179707       17.0 -1.000000e+00      50    100        44
L50_R100_45      0.092522       16.0 -1.000000e+00      50    100        45
L50_R100_46      0.539627       19.0 -1.000000e+00      50    100        46
L50_R100_47     -1.000000       -1.0  1.172089e-01      50    100        47
L50_R100_48      0.431502       18.0 -1.000000e+00      50    100        48
L50_R100_49     -1.000000       -1.0  2.474002e-01      50    100        49
L50_R100_50      0.478608       17.0 -1.000000e+00      50    100        50
L50_R200_1      18.741799       41.0 -1.000000e+00      50    200         1
L50_R200_2      13.208018       37.0 -1.000000e+00      50    200         2
L50_R200_3       5.384327       35.0 -1.000000e+00      50    200         3
L50_R200_4       3.631064       34.0 -1.000000e+00      50    200         4
L50_R200_5       6.262601       36.0 -1.000000e+00      50    200         5
L50_R200_6      -1.000000       -1.0  1.758616e-01      50    200         6
L50_R200_7      31.022039       41.0 -1.000000e+00      50    200         7
L50_R200_8      -1.000000       -1.0  3.018148e-01      50    200         8
L50_R200_9      -1.000000       -1.0  1.992683e-01      50    200         9
L50_R200_10     -1.000000       -1.0  1.247750e-01      50    200        10
L50_R200_11     -1.000000       -1.0  2.408097e-01      50    200        11
L50_R200_12     -1.000000       -1.0  1.576104e-01      50    200        12
L50_R200_13      5.144838       45.0 -1.000000e+00      50    200        13
L50_R200_14     -1.000000       -1.0  1.660940e-01      50    200        14
L50_R200_15     -1.000000       -1.0  1.509738e-01      50    200        15
L50_R200_16     -1.000000       -1.0  2.105422e-01      50    200        16
L50_R200_17      9.204513       43.0 -1.000000e+00      50    200        17
L50_R200_18     -1.000000       -1.0  2.393817e-01      50    200        18
L50_R200_19     15.877278       39.0 -1.000000e+00      50    200        19
L50_R200_20     24.833068       46.0 -1.000000e+00      50    200        20
L50_R200_21     26.524931       34.0 -1.000000e+00      50    200        21
L50_R200_22     13.823366       33.0 -1.000000e+00      50    200        22
L50_R200_23     -1.000000       -1.0  5.882353e-02      50    200        23
L50_R200_24     -1.000000       -1.0  3.200678e-01      50    200        24
L50_R200_25      9.404333       44.0 -1.000000e+00      50    200        25
L50_R200_26     -1.000000       -1.0  1.276208e-01      50    200        26
L50_R200_27     13.156659       48.0 -1.000000e+00      50    200        27
L50_R200_28      5.006170       27.0 -1.000000e+00      50    200        28
L50_R200_29     16.685846       46.0 -1.000000e+00      50    200        29
L50_R200_30     -1.000000       -1.0  2.631446e-01      50    200        30
L50_R200_31     -1.000000       -1.0  3.941745e-01      50    200        31
L50_R200_32     -1.000000       -1.0  2.337354e-01      50    200        32
L50_R200_33     -1.000000       -1.0  1.418783e-01      50    200        33
L50_R200_34      2.817399       37.0 -1.000000e+00      50    200        34
L50_R200_35     -1.000000       -1.0  1.000000e+20      50    200        35
L50_R200_36     15.689470       41.0 -1.000000e+00      50    200        36
L50_R200_37     -1.000000       -1.0  3.070501e-01      50    200        37
L50_R200_38     -1.000000       -1.0  2.802095e-01      50    200        38
L50_R200_39     -1.000000       -1.0  1.424647e-01      50    200        39
L50_R200_40     41.473962       39.0 -1.000000e+00      50    200        40
L50_R200_41     -1.000000       -1.0  1.000000e+20      50    200        41
L50_R200_42      8.814571       40.0 -1.000000e+00      50    200        42
L50_R200_43     22.331539       42.0 -1.000000e+00      50    200        43
L50_R200_44    121.769162       33.0 -1.000000e+00      50    200        44
L50_R200_45     19.311222       40.0 -1.000000e+00      50    200        45
L50_R200_46     -1.000000       -1.0  2.565954e-01      50    200        46
L50_R200_47    118.622791       33.0 -1.000000e+00      50    200        47
L50_R200_48      7.138224       40.0 -1.000000e+00      50    200        48
L50_R200_49    111.818987       35.0 -1.000000e+00      50    200        49
L50_R200_50     -1.000000       -1.0  2.043969e-01      50    200        50
L100_R5_1        0.006454        0.0 -1.000000e+00     100      5         1
L100_R5_2        0.007614        0.0 -1.000000e+00     100      5         2
L100_R5_3        0.006907        0.0 -1.000000e+00     100      5         3
L100_R5_4        0.006563        0.0 -1.000000e+00     100      5         4
L100_R5_5        0.007529        0.0 -1.000000e+00     100      5         5
L100_R5_6        0.008773        0.0 -1.000000e+00     100      5         6
L100_R5_7        0.009517        0.0 -1.000000e+00     100      5         7
L100_R5_8        0.006287        0.0 -1.000000e+00     100      5         8
L100_R5_9        0.006722        0.0 -1.000000e+00     100      5         9
L100_R5_10       0.006400        0.0 -1.000000e+00     100      5        10
L100_R5_11       0.011678        0.0 -1.000000e+00     100      5        11
L100_R5_12       0.006236        0.0 -1.000000e+00     100      5        12
L100_R5_13       0.006703        0.0 -1.000000e+00     100      5        13
L100_R5_14       0.006486        0.0 -1.000000e+00     100      5        14
L100_R5_15       0.005899        0.0 -1.000000e+00     100      5        15
L100_R5_16       0.011902        0.0 -1.000000e+00     100      5        16
L100_R5_17       0.006522        0.0 -1.000000e+00     100      5        17
L100_R5_18       0.006696        0.0 -1.000000e+00     100      5        18
L100_R5_19       0.006566        0.0 -1.000000e+00     100      5        19
L100_R5_20       0.008819        0.0 -1.000000e+00     100      5        20
L100_R5_21       0.010999        0.0 -1.000000e+00     100      5        21
L100_R5_22       0.006428        0.0 -1.000000e+00     100      5        22
L100_R5_23       0.006535        0.0 -1.000000e+00     100      5        23
L100_R5_24       0.006801        0.0 -1.000000e+00     100      5        24
L100_R5_25       0.006212        0.0 -1.000000e+00     100      5        25
L100_R5_26       0.009067        0.0 -1.000000e+00     100      5        26
L100_R5_27       0.007662        0.0 -1.000000e+00     100      5        27
L100_R5_28       0.012524        0.0 -1.000000e+00     100      5        28
L100_R5_29       0.008699        0.0 -1.000000e+00     100      5        29
L100_R5_30       0.009046        0.0 -1.000000e+00     100      5        30
L100_R5_31       0.006559        0.0 -1.000000e+00     100      5        31
L100_R5_32       0.009237        0.0 -1.000000e+00     100      5        32
L100_R5_33       0.007498        0.0 -1.000000e+00     100      5        33
L100_R5_34       0.007158        0.0 -1.000000e+00     100      5        34
L100_R5_35       0.006762        0.0 -1.000000e+00     100      5        35
L100_R5_36       0.007880        0.0 -1.000000e+00     100      5        36
L100_R5_37       0.007334        0.0 -1.000000e+00     100      5        37
L100_R5_38       0.007856        0.0 -1.000000e+00     100      5        38
L100_R5_39       0.007835        0.0 -1.000000e+00     100      5        39
L100_R5_40       0.007193        0.0 -1.000000e+00     100      5        40
L100_R5_41       0.006571        0.0 -1.000000e+00     100      5        41
L100_R5_42       0.013197        0.0 -1.000000e+00     100      5        42
L100_R5_43       0.006667        0.0 -1.000000e+00     100      5        43
L100_R5_44       0.006338        0.0 -1.000000e+00     100      5        44
L100_R5_45       0.006331        0.0 -1.000000e+00     100      5        45
L100_R5_46       0.008628        0.0 -1.000000e+00     100      5        46
L100_R5_47       0.009166        0.0 -1.000000e+00     100      5        47
L100_R5_48       0.005805        0.0 -1.000000e+00     100      5        48
L100_R5_49       0.006801        0.0 -1.000000e+00     100      5        49
L100_R5_50       0.008112        0.0 -1.000000e+00     100      5        50
L100_R10_1       0.011957        0.0 -1.000000e+00     100     10         1
L100_R10_2       0.011212        0.0 -1.000000e+00     100     10         2
L100_R10_3       0.008811        0.0 -1.000000e+00     100     10         3
L100_R10_4       0.017950        0.0 -1.000000e+00     100     10         4
L100_R10_5       0.007636        0.0 -1.000000e+00     100     10         5
L100_R10_6       0.009525        0.0 -1.000000e+00     100     10         6
L100_R10_7       0.009721        0.0 -1.000000e+00     100     10         7
L100_R10_8       0.010294        0.0 -1.000000e+00     100     10         8
L100_R10_9       0.012271        0.0 -1.000000e+00     100     10         9
L100_R10_10      0.012411        0.0 -1.000000e+00     100     10        10
L100_R10_11      0.010147        0.0 -1.000000e+00     100     10        11
L100_R10_12      0.010724        1.0 -1.000000e+00     100     10        12
L100_R10_13      0.008515        0.0 -1.000000e+00     100     10        13
L100_R10_14      0.010010        0.0 -1.000000e+00     100     10        14
L100_R10_15      0.013026        0.0 -1.000000e+00     100     10        15
L100_R10_16      0.007663        0.0 -1.000000e+00     100     10        16
L100_R10_17      0.007220        0.0 -1.000000e+00     100     10        17
L100_R10_18      0.009710        0.0 -1.000000e+00     100     10        18
